180|83|Proton S|Small Projectile Ammo. Emits a focused, high intensity proton burst upon impact. Fairly effective vs. both shields and armor.  60% increased optimal range. 5% increased tracking speed.|113
181|83|Depleted Uranium S|Small projectile Ammo. Very commonly used by Minmatar pilots, this ammo is incendiary and also has great penetration. Just be careful handling it unless you want to wake up with an extra toe on your forehead.   20% tracking speed bonus.|113
182|83|Titanium Sabot S|Small Projectile Ammo. This is among the most feared ammunition around. It has excellent penetration. Once the ship's outer layer is penetrated, the core explodes, spraying the interior with a cloud of fragmentation fletchets that cause considerable damage to the vulnerable interior structure.  20% increased tracking speed.|113
183|83|Fusion S|Small Projectile Ammo. The destructive power of a fusion warhead is superior to most other projectile warheads available, although it has problems penetrating heavy shield systems.  50% reduced optimal range.|113
184|83|Phased Plasma S|Small Projectile Ammo. This ammo uses a similar plasma containment core as hybrid charges except that it is mounted in a standard cannon shell.  50% reduced optimal range.|113
185|83|EMP S|Small projectile Ammo. A new technology, this highly advanced ammunition emits a focused EM pulse. Very potent against shields.  50% reduced optimal range.|113
186|83|Carbonized Lead M|Medium Projectile Ammo. This ammo uses a simple lead slug encased in a hard shell of crystalline carbon. It is fairly cheap and works very well against most armors. Shields, however, are a problem.  60% increased optimal range. 5% increased tracking speed.|112
187|83|Nuclear M|Medium Projectile Ammo. Nuclear weapons are considered by most races to be crude and primitive. However, the Minmatar still favor them over more sophisticated weapons due to the abundance of materials for plutonium production in Minmatar space.  60% increased optimal range. 5% increased tracking speed.|112
188|83|Proton M|Medium Projectile Ammo. Emits a focused, high intensity proton burst upon impact. Fairly effective vs. both shields and armor.  60% increased optimal range. 5% increased tracking speed.|112
189|83|Depleted Uranium M|Medium Projectile Ammo. Very commonly used by Minmatar pilots, this ammo is incendiary and also has great penetration. Just be careful handling it unless you want to wake up with an extra toe on your forehead.  20% tracking speed bonus.|112
190|83|Titanium Sabot M|Medium Projectile Ammo. This is among the most feared ammunition around. It has excellent penetration. Once the ship's outer layer is penetrated, the core explodes, spraying the interior with a cloud of fragmentation fletchets that cause considerable damage to the vulnerable interior structure.  20% increased tracking speed.|112
191|83|Fusion M|Medium Projectile Ammo. The destructive power of a fusion warhead is superior to most other projectile warheads available, although it has problems penetrating heavy shield systems.  50% reduced optimal range.|112
192|83|Phased Plasma M|Medium Projectile Ammo. This ammo uses a similar plasma containment core as hybrid charges except that it is mounted in a standard cannon shell.  50% reduced optimal range.|112
193|83|EMP M|Medium Projectile Ammo. A new technology, this highly advanced ammunition emits a focused EM pulse. Very potent against shields.  50% reduced optimal range.|112
194|83|Carbonized Lead L|Large Projectile Ammo. This ammo uses a simple lead slug encased in a hard shell of crystalline carbon. It is fairly cheap and works very well against most armors. Shields, however, are a problem.  60% increased optimal range. 5% increased tracking speed.|109
195|83|Nuclear L|Large Projectile Ammo. Nuclear weapons are considered by most races to be crude and primitive. However, the Minmatar still favor them over more sophisticated weapons due to the abundance of materials for plutonium production in Minmatar space.  60% increased optimal range. 5% increased tracking speed.|109
196|83|Proton L|Large Projectile Ammo. Emits a focused, high intensity proton burst upon impact. Fairly effective vs. both shields and armor.  60% increased optimal range. 5% increased tracking speed.|109
197|83|Depleted Uranium L|Large Projectile Ammo. Very commonly used by Minmatar pilots, this ammo is incendiary and also has great penetration. Just be careful handling it unless you want to wake up with an extra toe on your forehead.  20% tracking speed bonus.|109
198|83|Titanium Sabot L|Large Projectile Ammo. This is among the most feared ammunition around. It has excellent penetration. Once the ship's outer layer is penetrated, the core explodes, spraying the interior with a cloud of fragmentation fletchets that cause considerable damage to the vulnerable interior structure.  20% increased tracking speed.|109
199|83|Fusion L|Large Projectile Ammo. The destructive power of a fusion warhead is superior to most other projectile warheads available, although it has problems penetrating heavy shield systems.  50% reduced optimal range.|109
200|83|Phased Plasma L|Large Projectile Ammo. This ammo uses a similar plasma containment core as hybrid charges except that it is mounted in a standard cannon shell.  50% reduced optimal range.|109
201|83|EMP L|Large Projectile Ammo. A new technology, this highly advanced ammunition emits a focused EM pulse. Very potent against shields.  50% reduced optimal range.|109
202|386|Mjolnir Cruise Missile|The mother of all missiles, the Mjolnir cruise missile delivers a tremendous payload, guaranteed to get its victims acquainted with their personal god in a quick, but painful manner.|921
203|386|Scourge Cruise Missile|The first Minmatar-made large missile. Constructed of reactionary alloys, the Scourge cruise missile is built to get to the target. Guidance and propulsion systems are of Gallente origin and were initially used in drones, making this a nimble projectile despite its heavy payload.|921
204|386|Inferno Cruise Missile|An Amarr creation with powerful capabilities, the Inferno cruise missile was for a long time confined solely to the Amarr armed forces, but exports began some years ago and the missile is now found throughout the universe.|921
205|386|Nova Cruise Missile|A very basic missile for large launchers with reasonable payload. Utilizes the now substandard technology of bulls-eye guidance systems.|921
206|385|Nova Heavy Missile|The be-all and end-all of medium-sized missiles, the Nova heavy missile is a must for those who want a guaranteed kill no matter the cost.|924
207|385|Mjolnir Heavy Missile|First introduced by the armaments lab of the Wiyrkomi Corporation, the Mjolnir heavy missile is a solid investment with a large payload and steady performance.|924
208|385|Inferno Heavy Missile|Originally designed as a 'finisher' - the killing blow to a crippled ship - the Inferno heavy missile has since gone through various technological upgrades. The latest version has a lighter payload than the original, but much improved guidance systems.|924
209|385|Scourge Heavy Missile|The Scourge heavy missile is an old relic from the Caldari-Gallente War that is still in widespread use because of its low price and versatility.|924
210|384|Scourge Light Missile|From its humble beginnings in tiny Minmatar design labs, the Scourge light missile has quickly established itself throughout the star cluster as a premier missile for light launchers.|920
211|384|Inferno Light Missile|The explosion the Inferno light missile creates upon impact is stunning enough for any display of fireworks - just ten times more deadly.|920
212|384|Mjolnir Light Missile|An advanced missile with a volatile payload of magnetized plasma, the Mjolnir light missile is specifically engineered to take down shield systems.|920
213|384|Nova Light Missile|The Nova light missile is a tiny nuclear projectile based on a classic Minmatar design that has been in use since the early days of the Minmatar Resistance.|920
215|85|Iron Charge S|Consists of two components: a shell of titanium and a core of iron atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  60% increased optimal range. 30% decreased capacitor need.|107
216|85|Tungsten Charge S|Consists of two components: a shell of titanium and a core of tungsten atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  40% increased optimal range. 27% reduced capacitor need.|107
217|85|Iridium Charge S|Consists of two components: a shell of titanium and a core of iridium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  20% increased optimal range. 24% reduced capacitor need.|107
218|85|Lead Charge S|Consists of two components: a shell of titanium and a core of lead atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  50% reduced capacitor need.|107
219|85|Thorium Charge S|Consists of two components: a shell of titanium and a core of thorium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  12.5% reduced optimal range. 40% reduced capacitor need.|107
220|85|Uranium Charge S|Consists of two components: a shell of titanium and a core of uranium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  25% reduced optimal range. 8% reduced capacitor need.|107
221|85|Plutonium Charge S|Consists of two components: a shell of titanium and a core of plutonium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  37.5% reduced optimal range. 5% reduced capacitor need.|107
222|85|Antimatter Charge S|Consists of two components: a shell of titanium and a core of antimatter atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  50% reduced optimal range.|107
223|85|Iron Charge M|Consists of two components: a shell of titanium and a core of iron atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  60% increased optimal range. 30% decreased capacitor need.|108
224|85|Tungsten Charge M|Consists of two components: a shell of titanium and a core of tungsten atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  40% increased optimal range. 27% reduced capacitor need.|108
225|85|Iridium Charge M|Consists of two components: a shell of titanium and a core of iridium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  20% increased optimal range. 24% reduced capacitor need.|108
226|85|Lead Charge M|Consists of two components: a shell of titanium and a core of lead atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  50% reduced capacitor need.|108
227|85|Thorium Charge M|Consists of two components: a shell of titanium and a core of thorium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  12.5% reduced optimal range. 40% reduced capacitor need.|108
228|85|Uranium Charge M|Consists of two components: a shell of titanium and a core of uranium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  25% reduced optimal range. 8% reduced capacitor need.|108
229|85|Plutonium Charge M|Consists of two components: a shell of titanium and a core of plutonium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  37.5% reduced optimal range. 5% reduced capacitor need.|108
230|85|Antimatter Charge M|Consists of two components: a shell of titanium and a core of antimatter atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  50% reduced optimal range.|108
231|85|Iron Charge L|Consists of two components: a shell of titanium and a core of iron atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  60% increased optimal range. 30% decreased capacitor need.|106
232|85|Tungsten Charge L|Consists of two components: a shell of titanium and a core of tungsten atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  40% increased optimal range. 27% reduced capacitor need.|106
233|85|Iridium Charge L|Consists of two components: a shell of titanium and a core of iridium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  20% increased optimal range. 24% reduced capacitor need.|106
234|85|Lead Charge L|Consists of two components: a shell of titanium and a core of lead atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  50% reduced capacitor need.|106
235|85|Thorium Charge L|Consists of two components: a shell of titanium and a core of thorium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  12.5% reduced optimal range. 40% reduced capacitor need.|106
236|85|Uranium Charge L|Consists of two components: a shell of titanium and a core of uranium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  25% reduced optimal range. 8% reduced capacitor need.|106
237|85|Plutonium Charge L|Consists of two components: a shell of titanium and a core of plutonium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  37.5% reduced optimal range. 5% reduced capacitor need.|106
238|85|Antimatter Charge L|Consists of two components: a shell of titanium and a core of antimatter atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.  50% reduced optimal range.|106
239|86|Radio S|Modulates the beam of a laser weapon into the radio frequencies. Offers greatly improved range but significantly lower damage.  With longer range, EM damage increases although the overall damage output is decreased.  60% increased optimal range. 15% reduced capacitor need.|102
240|86|Microwave S|Modulates the beam of a laser weapon into the microwave frequencies. Improved range. Increased EM damage.  40% increased optimal range. 25% reduced capacitor need.|102
241|86|Infrared S|Modulates the beam of a laser weapon into the infrared frequencies. Slightly improved range. Slightly increased EM damage.  20% increased optimal range. 35% reduced capacitor need.|102
242|86|Standard S|Modulates the beam of a laser weapon into the visible light spectrum.   45% reduced capacitor need.|102
243|86|Ultraviolet S|Modulates the beam of a laser weapon into the ultraviolet frequencies. Slightly reduced range. Slightly increased thermal damage.  12.5% reduced optimal range. 35% reduced capacitor need.|102
244|86|Xray S|Modulates the beam of a laser weapon into the xray frequencies. Reduced range. Increased thermal damage.  25% reduced optimal range. 25% reduced capacitor need.|102
245|86|Gamma S|Modulates the beam of a laser weapon into the gamma frequencies. Greatly reduced range. Greatly increased thermal damage.  37.5% reduced optimal range. 15% reduced capacitor need.|102
246|86|Multifrequency S|Randomly cycles the laser through the entire spectrum. The greatly increased damage comes at the cost of a significant reduction in range.  With shorter range, Thermal damage increases and the overall damage output is increased.  50% reduced optimal range.|102
247|86|Radio M|Modulates the beam of a laser weapon into the radio frequencies. Offers greatly improved range but significantly lower damage.  With longer range, EM damage increases although the overall damage output is decreased.  60% increased optimal range. 15% reduced capacitor need.|103
248|86|Microwave M|Modulates the beam of a laser weapon into the microwave frequencies. Improved range.  40% increased optimal range. 25% reduced capacitor need.|103
249|86|Infrared M|Modulates the beam of a laser weapon into the infrared frequencies. Slightly improved range.  20% increased optimal range. 35% reduced capacitor need.|103
250|86|Standard M|Modulates the beam of a laser weapon into the visible light spectrum.  45% reduced capacitor need.|103
251|86|Ultraviolet M|Modulates the beam of a laser weapon into the ultraviolet frequencies. Slightly reduced range. Slightly increased damage.  12.5% reduced optimal range. 35% reduced capacitor need.|103
252|86|Xray M|Modulates the beam of a laser weapon into the xray frequencies. Reduced range. Increased damage.  25% reduced optimal range. 25% reduced capacitor need.|103
253|86|Gamma M|Modulates the beam of a laser weapon into the gamma frequencies. Greatly reduced range. Greatly increased damage.  37.5% reduced optimal range. 15% reduced capacitor need.|103
254|86|Multifrequency M|Randomly cycles the laser through the entire spectrum. The greatly increased damage comes at the cost of a significant reduction in range.  With shorter range, Thermal damage increases and the overall damage output is increased.  50% reduced optimal range.|103
255|86|Radio L|Modulates the beam of a laser weapon into the radio frequencies. Offers greatly improved range but significantly lower damage.  With longer range, EM damage increases although the overall damage output is decreased.  60% increased optimal range. 15% reduced capacitor need.|105
256|86|Microwave L|Modulates the beam of a laser weapon into the microwave frequencies. Improved range.  40% increased optimal range. 25% reduced capacitor need.|105
257|86|Infrared L|Modulates the beam of a laser weapon into the infrared frequencies. Slightly improved range.  20% increased optimal range. 35% reduced capacitor need.|105
258|86|Standard L|Modulates the beam of a laser weapon into the visible light spectrum.   45% reduced capacitor need.|105
259|86|Ultraviolet L|Modulates the beam of a laser weapon into the ultraviolet frequencies. Slightly reduced range. Slightly increased damage.  12.5% reduced optimal range. 35% reduced capacitor need.|105
260|86|Xray L|Modulates the beam of a laser weapon into the xray frequencies. Reduced range. Increased damage.  25% reduced optimal range. 25% reduced capacitor need.|105
261|86|Gamma L|Modulates the beam of a laser weapon into the gamma frequencies. Greatly reduced range. Greatly increased damage.  37.5% reduced optimal range. 15% reduced capacitor need.|105
262|86|Multifrequency L|Randomly cycles the laser through the entire spectrum. The greatly increased damage comes at the cost of a significant reduction in range.  With shorter range, Thermal damage increases and the overall damage output is increased.  50% reduced optimal range.|105
263|87|Cap Booster 25|Provides a quick injection of power into your capacitor. Good for tight situations!|139
264|87|Cap Booster 50|Provides a quick injection of power into your capacitor. Good for tight situations!|139
265|1158|Heavy Defender Missile I|Defensive missile used to destroy incoming missiles.  Note: This missile fits into heavy missile launchers.|116
266|387|Scourge Rocket|A small rocket with a piercing warhead.|922
267|89|Scourge Torpedo|An ultra-heavy piercing missile. While it is a slow projectile, its sheer damage potential is simply staggering.|923
269|394|Mjolnir Auto-Targeting Light Missile I|An Amarr light missile with an EMP warhead and automatic guidance system.|914
377|38|Small Shield Extender I|Increases the maximum strength of the shield.|605
380|38|Small Shield Extender II|Increases the maximum strength of the shield.|605
393|39|Shield Recharger I|Improves the recharge rate of the shield.|126
394|39|Shield Recharger II|Improves the recharge rate of the shield.|126
399|40|Small Shield Booster I|Expends energy to provide a quick boost in shield strength.|609
400|40|Small Shield Booster II|Expends energy to provide a quick boost in shield strength.|609
405|41|Micro Shield Transporter I|Transfers shield power over to the target ship, aiding in its defense.|604
406|41|Micro Shield Transporter II|Transfers shield power over to the target ship, aiding in its defense.|604
421|43|Basic Capacitor Recharger|Increases the capacitor recharge rate.|665
434|46|1MN Microwarpdrive I|Massive boost to speed for a very short time. The thrust that boosts the ship, and the corresponding maximum velocity bonus, are limited by the mass of the ship that uses this module. The sheer amount of energy needed to power this system means that it must permanently reserve a fraction of the capacitor output just to maintain the integrity of its warp containment field, and when activated it substantially increases the ship's EM footprint.  Penalty: Max capacitor reduced.  Note: Frigate class module|131
438|46|1MN Afterburner II|Gives a boost to the maximum velocity of the ship when activated. The thrust that boosts the ship, and the corresponding maximum velocity bonus, are limited by the mass of the ship that uses this module.  Note: Frigate class module|542
439|46|1MN Afterburner I|Gives a boost to the maximum velocity of the ship when activated. The thrust that boosts the ship, and the corresponding maximum velocity bonus, are limited by the mass of the ship that uses this module.  Note: Frigate class module|542
440|46|1MN Microwarpdrive II|Massive boost to speed for a very short time. The thrust that boosts the ship, and the corresponding maximum velocity bonus, are limited by the mass of the ship that uses this module. The sheer amount of energy needed to power this system means that it must permanently reserve a fraction of the capacitor output just to maintain the integrity of its warp containment field, and when activated it substantially increases the ship's EM footprint.  Penalty: Max capacitor reduced.  Note: Frigate class module|131
442|47|Cargo Scanner I|Scans the cargo hold of another ship.|711
443|48|Ship Scanner I|Scans the target ship and provides a tactical analysis of its capabilities. The further it goes beyond scan range, the more inaccurate its results will be.|713
444|49|Survey Scanner I|Scans the composition of asteroids, ice and gas clouds.|714
447|52|Warp Scrambler I|Disrupts the target ship's navigation computer which prevents it from warping or using a microwarpdrive.|682
448|52|Warp Scrambler II|Disrupts the target ship's navigation computer which prevents it from warping or using a microwarpdrive.|682
450|53|Gatling Pulse Laser I|Rapid fire multi-barreled energy weapon that delivers a steady stream of damage.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|570
451|53|Dual Light Pulse Laser I|This light pulse laser uses two separate laser focusing systems to reduce the cool down period between shots. Good skirmish weapon.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|570
452|53|Dual Light Beam Laser I|This light beam laser uses two separate laser focusing systems to reduce the cool down period between shots. Good short to medium range weapon.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|567
453|53|Small Focused Pulse Laser I|A high-powered pulse laser. Good for short to medium range encounters.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|570
454|53|Small Focused Beam Laser I|A high-powered beam laser. Good for medium range encounters.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|567
455|53|Quad Light Beam Laser I|Uses four light laser focusing systems. Low powered, but makes up for it with a fast firing rate.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|568
456|53|Focused Medium Pulse Laser I|A high-energy, concentrated laser designed for short to medium range engagements.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|572
457|53|Focused Medium Beam Laser I|A high-energy, concentrated laser designed for medium range engagements.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|568
458|53|Heavy Pulse Laser I|A heavy laser designed for short to medium range engagements. Delivers powerful damage.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|572
459|53|Heavy Beam Laser I|A high-energy heavy laser designed for medium range engagements. Delivers powerful damage.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|568
460|53|Dual Heavy Pulse Laser I|This heavy pulse laser uses two separate laser focusing systems to reduce the cool down period between shots. A great weapon for medium to long range encounters.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|573
461|53|Dual Heavy Beam Laser I|This heavy beam laser uses two separate laser focusing systems to reduce the cool down period between shots. A great weapon for medium to long range encounters.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|569
462|53|Mega Pulse Laser I|A super-heavy pulse laser designed for medium range engagements.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|573
463|53|Mega Beam Laser I|A super-heavy beam laser designed for medium to long range engagements.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|569
464|53|Tachyon Beam Laser I|An ultra-heavy beam laser designed for medium to long range engagements.   Requires frequency crystal ammo types: Gamma, Infrared, Microwave, Multifrequency, Radio, Standard, Ultraviolet, Xray.|569
482|54|Miner II|Has an improved technology beam, making the extraction process more efficient. Useful for extracting all but the rarest ore.|1039
483|54|Miner I|Basic mining laser. Extracts common ore quickly, but has difficulty with the more rare types.|1039
484|55|125mm Gatling AutoCannon I|This multi-barrel autocannon is designed for skirmish warfare.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|574
485|55|150mm Light AutoCannon I|A simple but effective close combat autocannon.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|574
486|55|200mm AutoCannon I|A powerful autocannon that can smash apart most lightly armored frigates with ease.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|574
487|55|250mm Light Artillery Cannon I|This artillery is one of the most powerful weapons that can be mounted on a frigate.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|577
488|55|280mm Howitzer Artillery I|Rocket-assisted artillery projectiles designed for long-range combat. It is the most powerful projectile weapon able to be fitted onto frigates.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|577
489|55|Dual 180mm AutoCannon I|This dual 180mm autocannon is a simple but effective close combat weapon.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|575
490|55|220mm Vulcan AutoCannon I|The 220mm multi-barrel autocannon is designed for skirmish warfare.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|575
491|55|425mm AutoCannon I|The 425mm is a behemoth that will inflict severe damage on most cruisers and frigates in short-range battles.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|575
492|55|650mm Artillery Cannon I|A powerful long-range cannon. One of the most damaging weapons mountable on a cruiser.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|578
493|55|720mm Howitzer Artillery I|This 720mm rocket-assisted howitzer is designed for long-range bombardment.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|578
494|55|Dual 425mm AutoCannon I|Combines the damage output of two 425mm intermediate-range autocannons.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|576
495|55|Dual 650mm Repeating Artillery I|Powerful, intermediate-range repeating artillery cannon with a decent rate of fire.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|576
496|55|800mm Repeating Artillery I|A four-barreled, intermediate-range, powerful cannon capable of causing tremendous damage.   Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.|576
